BOR;AN;FI;GRP;FI_EJ;REG;DEP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;RS;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARMT
IDB;2019;920813995;24;920804465;11;92;11;1;292;PUB3;1;0;;0;0;26920141400159;HDJ CMP DES VALLES;;11;R;DES VALLEES;;;92290;CHATENAY MALABRY;92019;;
IDB;2019;920814001;24;950140012;11;92;11;1;292;PUB3;1;0;;0;0;26950008800175;HDJ DUPONT;;35;R;DUPONT;;;92600;ASNIERES SUR SEINE;92004;;
IDB;2019;920814019;24;940140049;11;92;11;1;292;PUB3;1;0;;0;0;26940106300079;HDJ LES CATALPAS;;21;R;DU CALVAIRE;;;92210;ST CLOUD;92064;;
IDB;2019;920814027;24;940140049;11;92;11;1;292;PUB3;1;0;;0;0;26940106300327;HDJ COURTIER;;42;R;P VAILLANT COUTURIER;POLYCLINIQUE COUTURIER;;92240;MALAKOFF;92046;;
IDB;2019;920815123;35;750721391;11;92;63;3;161;PNL7;6;1;;0;0;77567634900134;HDJ L ELAN RETROUVE MALAKOFF;RESIDENCE GEORGES BRASSENS;1;ALL;JACQUES BREL;1-5;;92240;MALAKOFF;92046;;
IDB;2019;930000211;24;930140025;11;93;11;1;412;PUB7;1;0;;0;0;26930093500468;APPARTEMENT THERAPEUTIQUE CLICHY BOIS;;443;AV;VICTOR HUGO;;;93390;CLICHY SOUS BOIS;93014;;
IDB;2019;930000351;24;750062036;11;93;11;1;355;PUB2;1;0;;2;0;20008210500848;CH MAISON BLANCHE;;3;AV;JEAN JAURES;;;93330;NEUILLY SUR MARNE;93050;;
IDB;2019;930001441;24;930110051;11;93;13;1;156;PUB7;1;0;;0;0;26930101600052;CMP PIERREFFITE SUR SEINE;;13;R;DES MARRONNIERS;;;93380;PIERREFITTE SUR SEINE;93059;;
IDB;2019;930001458;24;930110051;11;93;13;1;156;PUB7;1;0;;0;0;26930101600060;CMP SAINT OUEN;;11;R;JEAN;;;93400;ST OUEN;93070;;
IDB;2019;930001466;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500393;CPM SAINT OUEN;;9;R;DE L ALLIANCE;;;93400;ST OUEN;93070;;
IDB;2019;930002993;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500617;HDJ DE BOBIGNY;;4;R;DE LA POCHETTE;;;93000;BOBIGNY;93008;;
IDB;2019;930003314;24;750062036;11;93;11;1;425;PUB7;1;0;;0;0;20008210500855;CATTP LE PARI;;10;R;MAIL VICTOR JARA;;;93160;NOISY LE GRAND;93051;;
IDB;2019;930003330;06;;11;93;60;3;899;;7;0;;1;1;;APAD;;;;FERNAND PELLOUTIER;;;93700;DRANCY;93029;0148301781;
IDB;2019;930003975;08;;11;93;73;2;698;;0;0;;1;1;;INSTITUT RADIOTHÉRAPIE HAUTES ÉNERGIES;;;;LAUTRÉAMONT;;;93000;BOBIGNY;93008;;
IDB;2019;930005178;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500633;CMP D AUBERVILLIERS;;15;R;DU CLOS BENARD;;;93300;AUBERVILLIERS;93001;;
IDB;2019;930005228;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500658;CMP DE DUGNY;;8;R;ARTHUR NEIBECKER;;;93440;DUGNY;93030;;
IDB;2019;930005269;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093500666;CATTP ANTENNE DE SOINS DRANCY;;26;AV;HONORINE;;;93700;DRANCY;93029;;
IDB;2019;930005319;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500674;CMP DRANCY;;28;AV;DE LA HAUTE BORNE;;;93700;DRANCY;93029;;
IDB;2019;930005418;24;930140025;11;93;11;1;444;PUB7;1;0;;0;0;26930093500690;CENTRE DE CRISE DE MONTREUIL;;50;BD;DE LA BOISSIERE;;;93100;MONTREUIL;93048;;
IDB;2019;930005509;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500120;CMP CATTP ANTENNE DE SOINS BOBIGNY;;48;R;LOUISE MICHEL;;;93000;BOBIGNY;93008;;
IDB;2019;930005558;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500716;CMP CATTP PANTIN;;1;R;LEPINE;;;93500;PANTIN;93055;;
IDB;2019;930005608;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500625;CMP CATTP DE BONDY;;86;AV;GALLIENI;;;93140;BONDY;93010;;
IDB;2019;930005699;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500724;CMP CATTP ANTENNE DE SOINS MONTFERMEIL;;59;R;DU GENERAL LECLERC;59-61;;93370;MONTFERMEIL;93047;;
IDB;2019;930005749;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500427;CMP CATTP STAINS;;24;AV;DE STALINGRAD;;;93240;STAINS;93072;;
IDB;2019;930005798;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500781;CMP LA COURNEUVE;;29;AV;DU GENERAL LECLERC;;;93120;LA COURNEUVE;93027;;
IDB;2019;930005848;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093500799;CATTP LA COURNEUVE;;9;R;ST JUST;;;93120;LA COURNEUVE;93027;;
IDB;2019;930005889;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500807;CMP DRANCY MAPPEMONDE;;51;R;FERNAND PENA;;;93700;DRANCY;93029;;
IDB;2019;930005939;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500294;CMP CATTP MONTREUIL;;19;R;VICTOIR BEAUSSE;19-21;;93100;MONTREUIL;93048;;
IDB;2019;930005988;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500740;CMP CATTP LES LILAS;;16;AV;MARECHAL JUIN;;;93260;LES LILAS;93045;;
IDB;2019;930006028;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500153;UNITE PSYCHIATRIQUE DU BOIS DE BONDY;;13;R;LUCIEN CHAPELAIN;13-15;;93140;BONDY;93010;;
IDB;2019;930006069;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500815;UNITE HOSP ROMAIN ROLLAND ST DENIS;;5;R;DU DR DELAFONTAINE;;;93200;ST DENIS;93066;;
IDB;2019;930006119;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500591;HDJ SAINT DENIS;;2;R;DE SURESNES;;;93200;ST DENIS;93066;;
IDB;2019;930006168;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500583;HDJ EPINAY;;16;AV;JEAN JEAURES;;;93800;EPINAY SUR SEINE;93031;;
IDB;2019;930006218;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500641;HDJ LA COURNEUVE;;6;ALL;DU VERCORS;;;93120;LA COURNEUVE;93027;;
IDB;2019;930006838;24;930140025;11;93;11;1;444;PUB7;1;0;;0;0;26930093500138;CENTRE DE CRISE 48 HEURES BONDY;;13;R;LUCIEN CHAPELAIN;13-15;;93140;BONDY;93010;;
IDB;2019;930006879;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093500054;CATTP DE BONDY;;4;COUR;DE LA REPUBLIQUE;;;93140;BONDY;93010;;
IDB;2019;930008719;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500757;CMP CATTP NOISY LE GRAND;;46;R;MEDERIC;;;93160;NOISY LE GRAND;93051;;
IDB;2019;930008818;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500633;UNITE HOSP CLOS BENARD AUBERVILLIERS;;15;R;DU CLOS BENARD;;;93300;AUBERVILLIERS;93001;;
IDB;2019;930010467;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500831;CMP CATTP PANTIN;;41;R;DELIZY;;;93500;PANTIN;93055;;
IDB;2019;930011259;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500575;HDJ DRANCY;;1;R;DE LA SOURCE;;;93700;DRANCY;93029;;
IDB;2019;930011309;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500567;HDJ MONTREUIL;;28;AV;PASTEUR;;;93100;MONTREUIL;93048;;
IDB;2019;930012208;24;930110051;11;93;13;1;425;PUB7;1;0;;0;0;26930101600136;CATTP HENAFF;;2;R;EUGENE HENAFF;;;93200;ST DENIS;93066;;
IDB;2019;930012299;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400183;CMP AULNAY NORD;;;BD;ROBERT BALLANGER;BATIMENT 8;;93600;AULNAY SOUS BOIS;93005;;
IDB;2019;930012349;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400175;CMP BARBUSSE;;100;AV;BARBUSSE;;;93150;LE BLANC MESNIL;93007;;
IDB;2019;930012398;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400167;CMP CONRAD;;13;R;CHARLES CONRAD;;;93270;SEVRAN;93071;;
IDB;2019;930012448;24;930110069;11;93;14;1;412;PUB7;1;0;;0;0;26930116400217;APPARTEMENT THERAPEUTIQUE MERISIERS;;18;ALL;DES MERISIERS;;;93600;AULNAY SOUS BOIS;93005;;
IDB;2019;930012489;24;930110069;11;93;14;1;412;PUB7;1;0;;0;0;26930116400209;APPARTEMENT THERAPEUTIQUE SAPINS;;1;ALL;DES SAPINS;;;93600;AULNAY SOUS BOIS;93005;;
IDB;2019;930012539;24;930110069;11;93;14;1;412;PUB7;1;0;;0;0;26930116400191;APPARTEMENT THERAPEUTIQUE VILLEPINTE;;1;AV;DE L EUROPE;;;93420;VILLEPINTE;93078;;
IDB;2019;930013909;24;940016819;11;93;11;1;444;PUB7;1;0;;0;0;;CENTRE DE CRISE LAGNY;;112;R;DE LAGNY;;;93100;MONTREUIL;93048;;
IDB;2019;930014378;06;;11;93;95;2;899;;0;0;;1;1;;SASU CENTRE DE DIALYSE DE L'ESTREE;;;;D'AMIENS;;;93240;STAINS;93072;;
IDB;2019;930018585;24;930110051;11;93;13;1;425;PUB7;1;0;;0;0;26930101600185;CATTP GABRIEL PERI;;29;R;GABRIEL PERI;;;93200;ST DENIS;93066;;
IDB;2019;930018841;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500609;UNITE INFANTO JUV MONTREUIL;;56;BD;DE LA BOISSIERE;;;93100;MONTREUIL;93048;;
IDB;2019;930019609;24;930110051;11;93;13;1;156;PUB7;1;0;;0;0;26930101600169;CMP EPINAY SUR SEINE;;48;R;D ENGHIEN;;;93800;EPINAY SUR SEINE;93031;;
IDB;2019;930019658;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500773;CMP CATTP ADO NEUILLY;;131;AV;DU MARECHAL LECLERC;131-135;;93330;NEUILLY SUR MARNE;93050;;
IDB;2019;930019708;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500849;CMP CATTP MONTFERMEIL;;125;BD;BARGUE;;;93370;MONTFERMEIL;93047;;
IDB;2019;930020029;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400225;CMP DU BLANC MESNIL;;76;R;CROIZAT;;;93150;LE BLANC MESNIL;93007;;
IDB;2019;930021480;02;;11;93;14;1;355;;1;0;;2;1;;GHI LE RAINCY-MONTFERMEIL;;;;DU GENERAL LECLERC;;;93370;MONTFERMEIL;93047;0141708000;
IDB;2019;930021696;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500930;HDJ BOISSIERE NOISY LE SEC;;53;BD;DE LA BOISSIERE;53-55;;93130;NOISY LE SEC;93053;;
IDB;2019;930022496;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500955;CENTRE HENRI DUCHENE AUBERVILLIERS;;17;R;CHARLES TILLON;;;93300;AUBERVILLIERS;93001;;
IDB;2019;930024898;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500906;HDJ MONTFERMEIL;;59;R;DU GENERAL LECLERC;;;93370;MONTFERMEIL;93047;;
IDB;2019;930025812;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500823;CMP CATTP NOISY LE GRAND;;8;ALL;DU GLACIS;8-10;;93160;NOISY LE GRAND;93051;;
IDB;2019;930025820;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093500641;CATTP LA COURNEUVE;;6;ALL;DU VERCORS;;;93120;LA COURNEUVE;93027;;
IDB;2019;930025838;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500062;CMP CATTP SAINT DENIS;;6;R;AUGUSTE POULLAIN;;;93200;ST DENIS;93066;;
IDB;2019;930025846;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500047;CMP CATTP ROSNY SOUS BOIS;;81;AV;JEAN JAURES;;;93110;ROSNY SOUS BOIS;93064;;
IDB;2019;930025853;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093500815;CATTP PSYCHOTHERAPIE LA FONTAINE;;5;R;DE LA FONTAINE;;;93200;ST DENIS;93066;;
IDB;2019;930025861;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500443;CMP MONTREUIL;;77;AV;VICTOR HUGO;;;93100;MONTREUIL;93048;;
IDB;2019;930025879;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093501078;CATTP DE DRANCY;;118;R;ROGER SALENGRO;CITE GASTON ROULAUD;;93700;DRANCY;93029;;
IDB;2019;930025887;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093500278;CATTP DE GAGNY;;10;R;TAINTURIER;;;93220;GAGNY;93032;;
IDB;2019;930025895;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500302;CMP NEUILLY;;3;ESP;DE VERSAILLES;;;93330;NEUILLY SUR MARNE;93050;;
IDB;2019;930025903;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093500013;CATTP CLASSE RELAIS NEUILLY;;202;AV;JEAN JAURES;;;93330;NEUILLY SUR MARNE;93050;;
IDB;2019;930025978;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093501045;CATTP DE MONTREUIL;;28;AV;PASTEUR;;;93100;MONTREUIL;93048;;
IDB;2019;930026125;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;;UNITE D ETHNOPSYCHIATRIE TREVET;;36;R;TREVET;;;93300;AUBERVILLIERS;93001;;
IDB;2019;930026562;06;;11;93;72;2;699;;0;0;;1;1;;SARL GALAC;;;;HENRI BARBUSSE;;;93700;DRANCY;93029;;
IDB;2019;930026679;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;;HDJ DE BAGNOLET 93G12;;59;R;VICTOR HUGO;59-61;;93170;BAGNOLET;93006;;
IDB;2019;930026752;34;750712184;11;93;15;1;362;PUB9;1;0;;0;0;;USLD PARIS SSTDENIS SITE MURET APHP;;52;AV;DU DOCTEUR SCHAFFNER;;;93270;SEVRAN;93071;;
IDB;2019;930110036;02;;11;93;14;1;355;;1;0;;1;1;;CTRE HOSP. ANDRE GREGOIRE;;;;DE LA BOISSIERE;;;93105;MONTREUIL CEDEX;93048;0149203040;
IDB;2019;930110051;02;;11;93;13;1;355;;1;0;;2;1;;CENTRE HOSPITALIER DE ST-DENIS;;;;DU DOCTEUR DELAFONTAINE;;;93205;ST DENIS CEDEX;93066;0142356140;
IDB;2019;930110069;02;;11;93;14;1;355;;1;0;;1;1;;C.H. ROBERT BALLANGER;;;;ROBERT BALLANGER;;;93602;AULNAY SOUS BOIS CEDEX;93005;0149367123;
IDB;2019;930140025;02;;11;93;11;1;292;;1;0;;1;1;;ET.PUBLIC DE SANTE VILLE-EVRARD;;;;JEAN JAURES;;;93330;NEUILLY SUR MARNE;93050;0143093030;
IDB;2019;930140041;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500047;HDJ ROSNY SOUS BOIS;;81;AV;JEAN JAURES;;;93110;ROSNY SOUS BOIS;93064;;
IDB;2019;930140058;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500021;CMP CATTP HENRI DUCHENE AUBERVILLIERS;;17;R;CHARLES TILLON;;;93300;AUBERVILLIERS;93001;;
IDB;2019;930700380;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500096;CMP CATTP BAGNOLET 93G12;;59;R;VICTOR HUGO;59-61;;93170;BAGNOLET;93006;;
IDB;2019;930701321;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500252;CMP CATTP EPINAY;;18;R;DE L AVENIR;;;93800;EPINAY SUR SEINE;93031;;
IDB;2019;930701867;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500310;CMP NOISY LE SEC;;57;R;JEAN JAURES;;;93130;NOISY LE SEC;93053;;
IDB;2019;930702931;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500765;CMP CATTP NEUILLY;;84;R;PAUL THOMOUX;;;93330;NEUILLY SUR MARNE;93050;;
IDB;2019;930703319;34;930110051;11;93;13;1;362;PUB9;1;0;;0;0;26930101600045;USLD DANIELE CASANOVA;;11;R;DANIELE CASANOVA;;;93205;ST DENIS CEDEX;93066;;
IDB;2019;930703673;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400027;CMP JULES VALLES;;7B;COUR;DE LA REPUBLIQUE;BAT 15 CTRE SOCIAL PSYCHIATRIE;;93602;AULNAY SOUS BOIS CEDEX;93005;;
IDB;2019;930703921;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093501110;CMP CRF BAGNOLET;;4B;R;DU LIEUTENANT THOMAS;;;93170;BAGNOLET;93006;;
IDB;2019;930704754;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500179;CMP CATTP LE BOURGET;;86;AV;DIVISION LECLERC;;;93350;LE BOURGET;93013;;
IDB;2019;930705827;06;;11;93;95;2;899;;0;0;;1;1;;DIAVERUM EPINAY;;;;DELATTRE DE TASSIGNY;;;93800;EPINAY SUR SEINE;93031;0148415367;
IDB;2019;930706296;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500401;CMP CATTP STAINS;;6B;BD;MAXIME GORKI;;;93240;STAINS;93072;;
IDB;2019;930706320;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500385;CMP CATTP ROMAINVILLE;;17;R;CARNOT;;;93230;ROMAINVILLE;93063;;
IDB;2019;930706338;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500328;CMP CATTP NOISY LE SEC;;4;R;DE L UNION;;;93130;NOISY LE SEC;93053;;
IDB;2019;930706353;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500781;CMP LA COURNEUVE;;16;AV;DU GENERAL LECLERC;;;93120;LA COURNEUVE;93027;;
IDB;2019;930706932;24;930140025;11;93;11;1;444;PUB7;1;0;;0;0;26930093500062;CENTRE DE CRISE SAINT DENIS;;6;R;AUGUSTE POULLAIN;;;93200;ST DENIS;93066;;
IDB;2019;930800891;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400076;CMP DU BLANC MESNIL;;26;R;LOUIS LEMESLE;;;93150;LE BLANC MESNIL;93007;;
IDB;2019;930800925;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500146;CMP CATTP BONDY;;41;AV;DE VERDUN;;;93140;BONDY;93010;;
IDB;2019;930800974;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500237;CMP DRANCY;;112;R;SALENGRO;;;93700;DRANCY;93029;;
IDB;2019;930800982;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500245;CMP DUGNY;;5;ALL;CLAUDE BERNARD;;;93440;DUGNY;93030;;
IDB;2019;930801006;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400084;CMP DE LIVRY GARGAN;;10;R;DU PRESSOIR;;;93190;LIVRY GARGAN;93046;;
IDB;2019;930801063;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500823;HDJ NOISY LE GRAND;;8;ALL;DU GLACIS;8-10;;93160;NOISY LE GRAND;93051;;
IDB;2019;930801089;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500070;HDJ ST OUEN;;8;R;DE L UNION;;;93400;ST OUEN;93070;;
IDB;2019;930801121;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400092;CMP DE SEVRAN;;4;ALL;YAN PALLACH;LES TROIS TOURS;;93270;SEVRAN;93071;;
IDB;2019;930801154;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400100;CMP DE VILLEPINTE ADULTES;;;BD;ROBERT BALLANGER;BATIMENT 8 - 1ER ETAGE;;93420;VILLEPINTE;93078;;
IDB;2019;930801469;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500435;CMP VILLEMONBLE;;1T;R;SAINT LOUIS;;;93250;VILLEMOMBLE;93077;;
IDB;2019;930810007;24;930140025;11;93;11;1;292;PUB3;1;0;;0;0;26930093500039;HDJ BONDY;;16;R;DUBREUIL;;;93140;BONDY;93010;;
IDB;2019;930811104;24;930140025;11;93;11;1;412;PUB7;1;0;;0;0;26930093500476;APPARTEMENT THERAPEUTIQUE GAGNY;;20;AV;DES DAHLIAS;;;93220;GAGNY;93032;;
IDB;2019;930811112;24;930110051;11;93;13;1;425;PUB7;1;0;;0;0;26930101600110;CATTP DE L ILE ST DENIS;;6;ALL;DU PRESID SALVADOR ALLENDE;;;93450;L ILE ST DENIS;93039;;
IDB;2019;930811138;24;930110069;11;93;14;1;156;PUB7;1;0;;0;0;26930116400126;CMP ENFANTS DU BLANC MESNIL;;3;R;MARCEL DEBOFF;;;93150;LE BLANC MESNIL;93007;;
IDB;2019;930815527;39;750034589;11;93;60;3;362;PNL9;6;1;;0;0;77567053201998;USLD LES FLORALIES;;2;R;DESCARTES;;BP 19;93171;BAGNOLET CEDEX;93006;;
IDB;2019;930815543;24;930140025;11;93;11;1;425;PUB7;1;0;;0;0;26930093500336;CATTP DE NOISY LE SEC;;18;AV;DE VERDUN;;;93130;NOISY LE SEC;93053;;
IDB;2019;930815576;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500732;CMP CATTP BOBIGNY;;203;AV;PAUL VAILLANT COUTURIER;203-213;;93000;BOBIGNY;93008;;
IDB;2019;930815592;24;930140025;11;93;11;1;156;PUB7;1;0;;0;0;26930093500278;CMP GAGNY;;6;R;TAINTURIER;;;93220;GAGNY;93032;;
IDB;2019;930816962;34;930021480;11;93;14;1;362;PUB9;1;0;;0;0;26930262600032;USLD CTRE GERIATRIQUE LES ORMES;;13;PL;JEAN MERMOZ;;;93370;MONTFERMEIL;93047;;
IDB;2019;930817325;06;;11;93;95;2;899;;0;0;;1;1;;DIAVERUM SAINT-DENIS;EX ATS;;;DIDEROT RUE DES POSTILLONS;;;93200;ST DENIS;93066;0148919359;
IDB;2019;940000060;06;;11;94;95;2;899;;0;0;;1;1;;SAS NEPHROCARE ILE DE FRANCE;;;;DES PEPINIERES;PARC MEDICIS;;94260;FRESNES;94034;0149847790;
IDB;2019;940000110;24;940140049;11;94;11;1;156;PUB7;1;0;;0;0;26940106300335;CMP DE CACHAN;;43;AV;CARNOT;;;94230;CACHAN;94016;;
IDB;2019;940000359;24;940140015;11;94;12;1;156;PUB7;1;0;;0;0;26940111300023;CMP CHEVILLY LARUE;;71B;AV;DU PDT ROOSEVELT;;;94550;CHEVILLY LARUE;94021;;
IDB;2019;940000383;24;940140049;11;94;11;1;425;PUB7;1;0;;0;0;26940106300400;CATTP DE VITRY SUR SEINE;;28;R;ARAGO;;;94400;VITRY SUR SEINE;94081;;
IDB;2019;940000391;24;940140049;11;94;11;1;156;PUB7;1;0;;0;0;26940106300418;CMP PABLO PICASSO;;41;AV;LOUIS LUC;ZAC DU PORT;;94600;CHOISY LE ROI;94022;;
IDB;2019;940000409;24;940016819;11;94;11;1;156;PUB7;1;0;;0;0;26940106300426;CMP MARCO POLO;;8;R;MARCO POLO;;;94600;CHOISY LE ROI;94022;;
IDB;2019;940000433;24;940140049;11;94;11;1;425;PUB7;1;0;;0;0;26940106300459;CATTP DE CACHAN;;7;R;DU PARC;;;94230;CACHAN;94016;;
IDB;2019;940000458;24;940140049;11;94;11;1;156;PUB7;1;0;;0;0;26940106300467;CMP CATTP DE FRESNES;;13;SQ;DU 19 MARS 1962;;;94260;FRESNES;94034;;
IDB;2019;940000482;24;940140049;11;94;11;1;156;PUB7;1;0;;0;0;26940106300491;CMP CATTP DE THIAIS;;7B;AV;DU GENERAL DE GAULLE;7-7 BIS;;94320;THIAIS;94073;;
IDB;2019;940000532;24;940140049;11;94;11;1;292;PUB3;1;0;;0;0;26940106300541;HDJ - CENTRE DE CRISE CHOISY LE ROI;;41;AV;LOUIS LUC;LOT B5 ZAC DU PORT;;94600;CHOISY LE ROI;94022;;
IDB;2019;940001993;25;940807654;11;94;60;3;161;PNL7;7;1;;0;0;78566327900046;CENTRE D ACCUEIL THERAPEUTIQUE;;63;R;PASTEUR;;;94380;BONNEUIL SUR MARNE;94011;0143396461;
IDB;2019;940002017;24;940016819;11;94;11;1;156;PUB7;1;0;;0;0;;CMP DE VINCENNES;;6;R;DOHIS;;;94300;VINCENNES;94080;;
IDB;2019;940002157;24;940140049;11;94;11;1;292;PUB3;1;0;;0;0;26940106300665;CENTRE VERDUN;;80;R;DE VERDUN;;;94800;VILLEJUIF;94076;;
IDB;2019;940002231;24;750712184;11;94;15;1;156;PUB7;1;0;;0;0;26750045200433;CMP DE BOISSY ST LEGER;;4;PL;DE LA CHENAIE;;;94470;BOISSY ST LEGER;94004;;
IDB;2019;940002348;24;940110042;11;94;14;1;425;PUB7;1;0;;0;0;26940120400111;CATTP VILLENEUVE ST GEORGES;;22;R;GAMBETTA;;;94195;VILLENEUVE ST GEORGES CEDE;94078;;
IDB;2019;940002546;24;940140015;11;94;12;1;444;PUB7;1;0;;0;0;26940111300080;CENTRE DE CRISE CHU BICETRE;;78;R;DU GENERAL LECLERC;;;94270;LE KREMLIN BICETRE;94043;;
IDB;2019;940002553;24;940140015;11;94;12;1;292;PUB3;1;0;;0;0;26940111300031;MAISON;;13;R;GUILLAUME COLLETET;;;94150;RUNGIS;94065;;
IDB;2019;940002561;24;940140049;11;94;11;1;425;PUB7;1;0;;0;0;26940106300640;CATTP DE CHOISY LE ROI;;41;AV;LOUIS LUC;ZAC DU PORT;;94600;CHOISY LE ROI;94022;;
IDB;2019;940002587;24;940140023;11;94;11;1;425;PUB7;1;0;;0;0;26940134500302;CATTP DE VILLIERS SUR MARNE;;12;R;DE CHENNEVIÈRES;;;94350;VILLIERS SUR MARNE;94079;;
IDB;2019;940002595;24;940140015;11;94;12;1;292;PUB3;1;0;;0;0;26940111300098;CENTRE THERAPEUTIQUE GENTILLY;;10;R;JULIEN BONNOT;;;94250;GENTILLY;94037;;
IDB;2019;940006299;24;940140049;11;94;11;1;156;PUB7;1;0;;0;0;26940106300731;CMP DU KREMLIN BICETRE;;5;PL;VICTOR HUGO;;;94270;LE KREMLIN BICETRE;94043;;
IDB;2019;940006729;24;940016819;11;94;11;1;156;PUB7;1;0;;0;0;;CMP CATTP DE VINCENNES;;7;R;MONMORY;;;94300;VINCENNES;94080;;
IDB;2019;940006778;24;940016819;11;94;11;1;156;PUB7;1;0;;0;0;;CMP ROUX;;24;R;EMILE ROUX;;;94120;FONTENAY SOUS BOIS;94033;;
IDB;2019;940006828;24;940016819;11;94;11;1;156;PUB7;1;0;;0;0;;CMP JOYEUSE;;18;R;JOYEUSE;;;94340;JOINVILLE LE PONT;94042;;
